GeneID	ChromosomeID	Start	End
W09B7.1	CHROMOSOME_V	8830183	8831441
F07B7.12	CHROMOSOME_V	8854993	8862049
F07B7.1	CHROMOSOME_V	8872277	8873535
T27E4.8	CHROMOSOME_V	9087293	9087782
T27E4.3	CHROMOSOME_V	9088131	9088617
T27E4.9	CHROMOSOME_V	9089280	9089766
T27E4.2	CHROMOSOME_V	9090077	9090604
ZK682.2	CHROMOSOME_V	9263799	9266499
K07B1.2	CHROMOSOME_V	9336762	9338858
K07B1.8	CHROMOSOME_V	9340418	9340934
F36D4.5	CHROMOSOME_V	9419295	9425762
C50F4.4	CHROMOSOME_V	9536785	9537581
C50F4.14	CHROMOSOME_V	9547608	9549836
ZK287.2	CHROMOSOME_V	9670032	9673571
ZK287.4	CHROMOSOME_V	9680375	9685659
ZK287.8	CHROMOSOME_V	9697129	9701552
F40F9.6	CHROMOSOME_V	9725972	9729510
R07B5.9	CHROMOSOME_V	9846157	9859963
C27H6.1	CHROMOSOME_V	9966404	9976226
K08H10.1	CHROMOSOME_V	10011871	10028159
C08B6.8	CHROMOSOME_V	10134643	10143090
ZK856.14	CHROMOSOME_V	10217079	10219022
Y22F5A.3	CHROMOSOME_V	10261130	10270314
K07C5.2	CHROMOSOME_V	10339500	10340970
F22E12.1	CHROMOSOME_V	10453866	10457347
F22E12.4	CHROMOSOME_V	10468411	10476952
F32D8.5	CHROMOSOME_V	10894853	10896133
F17C11.11	CHROMOSOME_V	10937633	10938840
H19N07.3	CHROMOSOME_V	11118721	11119705
C06H2.4	CHROMOSOME_V	11141498	11143063
C06H2.7	CHROMOSOME_V	11143059	11144758
T19C4.6	CHROMOSOME_V	11174567	11177559
C03E10.3	CHROMOSOME_V	11286818	11288226
F55C10.1	CHROMOSOME_V	11375742	11378057
T11F9.11	CHROMOSOME_V	11489049	11490361
F38B7.3	CHROMOSOME_V	11549301	11551560
H12C20.6	CHROMOSOME_V	11570436	11572332
F55A11.8	CHROMOSOME_V	11788157	11789126
D2023.2	CHROMOSOME_V	11817783	11822529
R13H4.2	CHROMOSOME_V	11836359	11838019
C52E4.2	CHROMOSOME_V	11976774	11978404
C13C4.2	CHROMOSOME_V	12101286	12103286
C13C4.1	CHROMOSOME_V	12104370	12106507
K01D12.13	CHROMOSOME_V	12410879	12412067
C54D10.6	CHROMOSOME_V	12432365	12433817
C54D10.14	CHROMOSOME_V	12437499	12441266
F28C1.2	CHROMOSOME_V	12454521	12463008
F45D3.1	CHROMOSOME_V	12527059	12528120
F56H9.4	CHROMOSOME_V	12646827	12649313
W05B10.1	CHROMOSOME_V	12659705	12660330
T07F10.5	CHROMOSOME_V	12865915	12866556
R186.1	CHROMOSOME_V	12961600	12963504
B0365.6	CHROMOSOME_V	13134965	13138086
R11G10.3	CHROMOSOME_V	13523530	13529658
H37A05.4	CHROMOSOME_V	13646949	13648397
H37A05.1	CHROMOSOME_V	13650286	13654129
F20G2.2	CHROMOSOME_V	13755011	13756409
F58E10.7	CHROMOSOME_V	13992699	13993478
D1086.3	CHROMOSOME_V	14092863	14093986
T16A9.3	CHROMOSOME_V	14206243	14209012
Y49A3A.2	CHROMOSOME_V	14351207	14354421
F23B12.4	CHROMOSOME_V	14441104	14445340
R02D5.1	CHROMOSOME_V	14508253	14509671
R02D5.8	CHROMOSOME_V	14518355	14519370
C53A5.16	CHROMOSOME_V	14521207	14522614
C47E8.6	CHROMOSOME_V	14689154	14691861
C25D7.5	CHROMOSOME_V	15053765	15056291
C25D7.7	CHROMOSOME_V	15061245	15064087
C01G10.1	CHROMOSOME_V	15099747	15104804
C06B8.7	CHROMOSOME_V	15498743	15511421
T06C12.7	CHROMOSOME_V	15876732	15879567
F11A5.18	CHROMOSOME_V	16202809	16204902
W08G11.3	CHROMOSOME_V	16367681	16372097
F13A7.11	CHROMOSOME_V	16394031	16395077
F13A7.13	CHROMOSOME_V	16399688	16401625
T20B3.1	CHROMOSOME_V	16815567	16820715
F09C6.9	CHROMOSOME_V	16912234	16915350
F09C6.10	CHROMOSOME_V	16915373	16916179
Y102A5C.1	CHROMOSOME_V	16917196	16918478
Y102A5C.2	CHROMOSOME_V	16918810	16919547
Y102A5C.36	CHROMOSOME_V	16926927	16927447
Y102A5C.14	CHROMOSOME_V	16948659	16949674
Y102A5C.17	CHROMOSOME_V	16952127	16953348
Y102A5C.19	CHROMOSOME_V	16966886	16968585
F40D4.13	CHROMOSOME_V	17156033	17157254
F31E9.6	CHROMOSOME_V	17313571	17315125
F47H4.1	CHROMOSOME_V	17348665	17350176
Y20C6A.2	CHROMOSOME_V	17377422	17379226
C18D4.2	CHROMOSOME_V	17521162	17527479
C18D4.6	CHROMOSOME_V	17535753	17538373
C38D9.1	CHROMOSOME_V	17563171	17566003
C38D9.2	CHROMOSOME_V	17567513	17571603
Y6G8.3	CHROMOSOME_V	17601823	17602952
F57G4.8	CHROMOSOME_V	17640672	17650522
C06H5.7	CHROMOSOME_V	17910319	17917244
Y59A8B.20	CHROMOSOME_V	17995345	18001370
Y37H2A.4	CHROMOSOME_V	18123977	18125245
C31G12.1	CHROMOSOME_V	18179962	18181289
R10E8.1	CHROMOSOME_V	18242323	18248883
Y51A2A.6	CHROMOSOME_V	18302714	18303506
B0462.3	CHROMOSOME_V	18318595	18319776
Y51A2D.7	CHROMOSOME_V	18533953	18549104
Y51A2D.12	CHROMOSOME_V	18562178	18564881
Y69H2.6	CHROMOSOME_V	18686321	18689843
F11D11.12	CHROMOSOME_V	18749579	18750199
Y80D3A.4	CHROMOSOME_V	18895285	18900532
Y39B6A.41	CHROMOSOME_V	18970500	18977978
Y39B6A.37	CHROMOSOME_V	18990858	18993799
Y39B6A.36	CHROMOSOME_V	18993940	18998205
Y39B6A.17	CHROMOSOME_V	19076590	19082589
Y39B6A.9	CHROMOSOME_V	19136509	19139050
Y39B6A.1	CHROMOSOME_V	19201013	19203607
F21D9.2	CHROMOSOME_V	19258485	19262449
F55C9.4	CHROMOSOME_V	19288849	19289889
F55C9.13	CHROMOSOME_V	19302730	19303728
Y43F8B.9	CHROMOSOME_V	19479203	19480465
Y43F8B.22	CHROMOSOME_V	19482698	19483073
Y43F8C.5	CHROMOSOME_V	19631369	19632658
Y43F8C.9	CHROMOSOME_V	19646092	19647340
M162.8	CHROMOSOME_V	19776080	19777174
M162.11	CHROMOSOME_V	19777247	19778708
Y116F11B.3	CHROMOSOME_V	19822618	19830099
Y60A3A.16	CHROMOSOME_V	19921697	19922594
Y60A3A.10	CHROMOSOME_V	19934795	19946629
Y60A3A.24	CHROMOSOME_V	19978987	19981882
Y113G7B.1	CHROMOSOME_V	20187710	20188882
ZC15.3	CHROMOSOME_V	20303588	20304908
F48F5.4	CHROMOSOME_V	20454111	20456433
Y38H6C.5	CHROMOSOME_V	20506503	20509508
Y44A6C.2	CHROMOSOME_V	20722241	20723732
Y35H6.3	CHROMOSOME_X	32451	34439
Y73B3A.16	CHROMOSOME_X	78429	80400
Y73B3A.7	CHROMOSOME_X	135793	138075
Y73B3A.11	CHROMOSOME_X	146463	148812
Y73B3A.9	CHROMOSOME_X	150365	154445
AC8.7	CHROMOSOME_X	230433	231363
AC8.12	CHROMOSOME_X	239849	240779
M02E1.3	CHROMOSOME_X	322523	323214
C04E7.4	CHROMOSOME_X	334580	341232
C04E7.3	CHROMOSOME_X	344127	346289
R04A9.7	CHROMOSOME_X	391360	394828
M6.1	CHROMOSOME_X	642161	654903
T19D7.4	CHROMOSOME_X	658521	661777
F25E2.5	CHROMOSOME_X	817927	825475
F53H8.4	CHROMOSOME_X	944939	948885
K03E6.7	CHROMOSOME_X	1084222	1088148
C05D9.1	CHROMOSOME_X	1128986	1132925
H39E20.1	CHROMOSOME_X	1396275	1396821
ZK402.5	CHROMOSOME_X	1398824	1400751
ZK402.3	CHROMOSOME_X	1402217	1402860
ZK402.2	CHROMOSOME_X	1403744	1404117
W05H7.3	CHROMOSOME_X	1439276	1440263
C36C9.3	CHROMOSOME_X	1676205	1678107
C36C9.1	CHROMOSOME_X	1682952	1686383
F31A9.4	CHROMOSOME_X	1779388	1780527
F31A9.2	CHROMOSOME_X	1794246	1795690
C14E2.2	CHROMOSOME_X	1806755	1809543
T26C11.5	CHROMOSOME_X	1846677	1848675
T26C11.9	CHROMOSOME_X	1852841	1853802
T26C11.7	CHROMOSOME_X	1854148	1856172
ZC53.1	CHROMOSOME_X	1911401	1913359
ZC53.7	CHROMOSOME_X	1915265	1917084
Y59E1A.1	CHROMOSOME_X	1937947	1942199
F52D2.8	CHROMOSOME_X	1983714	1984833
Y102A11A.2	CHROMOSOME_X	2026642	2031010
F49H12.1	CHROMOSOME_X	2089666	2093246
F48B9.8	CHROMOSOME_X	2174029	2176413
T14F9.2	CHROMOSOME_X	2234324	2236707
AH9.7	CHROMOSOME_X	2243806	2244029
T24D8.1	CHROMOSOME_X	2360097	2364821
C43H6.4	CHROMOSOME_X	2404024	2407360
K02E10.1	CHROMOSOME_X	2496271	2501001
F52H2.4	CHROMOSOME_X	2543345	2548028
T03G6.2	CHROMOSOME_X	2594003	2606732
T03G6.3	CHROMOSOME_X	2610825	2615726
F54G2.1	CHROMOSOME_X	2621274	2664373
F53B3.5	CHROMOSOME_X	2872767	2879619
F52B10.1	CHROMOSOME_X	2909556	2918037
Y48D7A.1	CHROMOSOME_X	3009499	3010175
F52E4.8	CHROMOSOME_X	3100113	3102232
C15C7.5	CHROMOSOME_X	3151145	3152461
C15C7.2	CHROMOSOME_X	3159940	3164429
F40F4.7	CHROMOSOME_X	3243887	3245980
F40F4.3	CHROMOSOME_X	3259102	3259855
C18B2.4	CHROMOSOME_X	3604348	3605741
C02F12.8	CHROMOSOME_X	3690167	3693238
F47B7.1	CHROMOSOME_X	3787787	3788526
ZK470.2	CHROMOSOME_X	4135133	4147662
F48D6.1	CHROMOSOME_X	4255154	4256812
F14H12.4	CHROMOSOME_X	4339644	4343700
F02E8.3	CHROMOSOME_X	4458272	4459267
F02E8.1	CHROMOSOME_X	4469743	4471480
F46H6.2	CHROMOSOME_X	4494914	4504607
C07A12.7	CHROMOSOME_X	4517743	4521069
C07A12.3	CHROMOSOME_X	4532691	4537534
T13H2.5	CHROMOSOME_X	4595997	4605930
F55D10.3	CHROMOSOME_X	4712279	4715080
R08E3.3	CHROMOSOME_X	4818599	4821708
F39C12.1	CHROMOSOME_X	4834870	4853065
F35C8.4	CHROMOSOME_X	5349098	5352393
F35C8.6	CHROMOSOME_X	5353054	5354144
C54G7.4	CHROMOSOME_X	5545687	5552756
W01C8.5	CHROMOSOME_X	5694475	5697308
C54H2.3	CHROMOSOME_X	5760289	5763376
F13D11.2	CHROMOSOME_X	5822277	5827691
W06B11.2	CHROMOSOME_X	5841592	5845988
C45B2.6	CHROMOSOME_X	6053100	6057346
W05H9.4	CHROMOSOME_X	6263648	6266915
K11G12.6	CHROMOSOME_X	6725781	6729657
F41B4.4	CHROMOSOME_X	6836386	6840615
F48E3.9	CHROMOSOME_X	7481407	7485038
F48E3.1	CHROMOSOME_X	7485864	7490696
C02B8.2	CHROMOSOME_X	8143806	8145027
F22F1.1	CHROMOSOME_X	8159154	8160086
C17H11.2	CHROMOSOME_X	8169930	8172868
F08F1.9	CHROMOSOME_X	8409968	8410494
C03G5.1	CHROMOSOME_X	8542867	8546021
R04E5.8	CHROMOSOME_X	8801624	8806111
C25A11.4	CHROMOSOME_X	9098346	9113618
Y81B9A.1	CHROMOSOME_X	9192444	9194382
F18G5.6	CHROMOSOME_X	9262059	9264331
B0272.3	CHROMOSOME_X	9431432	9432748
F21G4.4	CHROMOSOME_X	9897313	9899476
F21G4.5	CHROMOSOME_X	9906148	9907805
C17G1.3	CHROMOSOME_X	9922903	9925116
C17G1.8	CHROMOSOME_X	9933247	9937133
C17G1.5	CHROMOSOME_X	9941630	9944773
F59F5.6	CHROMOSOME_X	10549123	10555239
F59F5.7	CHROMOSOME_X	10559535	10566668
T05A10.1	CHROMOSOME_X	10769288	10782962
T21B6.1	CHROMOSOME_X	10920605	10928984
R08B4.3	CHROMOSOME_X	11118966	11120999
C34F6.7	CHROMOSOME_X	11210137	11215470
F08G12.3	CHROMOSOME_X	11300283	11302617
F08G12.4	CHROMOSOME_X	11307360	11308321
F46C3.3	CHROMOSOME_X	11420471	11433524
T25C12.3	CHROMOSOME_X	11491095	11499999
T04F8.6	CHROMOSOME_X	11667158	11672269
C44C10.8	CHROMOSOME_X	11684704	11685778
T01H10.8	CHROMOSOME_X	12128143	12141151
W06D11.1	CHROMOSOME_X	12293767	12295547
T24D5.6	CHROMOSOME_X	12603622	12604060
F11C1.1	CHROMOSOME_X	12987335	12989313
R12H7.3	CHROMOSOME_X	13223639	13224708
K08H2.6	CHROMOSOME_X	13245390	13247044
K09A11.5	CHROMOSOME_X	13275315	13278976
F02D10.7	CHROMOSOME_X	13444980	13448230
F18H3.3	CHROMOSOME_X	13522279	13527415
F54B11.6	CHROMOSOME_X	13598471	13599675
K11E4.4	CHROMOSOME_X	13727298	13733670
M03B6.4	CHROMOSOME_X	13859106	13873026
F16B12.4	CHROMOSOME_X	14095743	14098664
F28H6.1	CHROMOSOME_X	14147700	14152070
K04C1.2	CHROMOSOME_X	14238708	14241338
T14C1.3	CHROMOSOME_X	14411418	14412855
M163.3	CHROMOSOME_X	14490107	14491111
M163.1	CHROMOSOME_X	14502498	14503913
D1025.1	CHROMOSOME_X	14520763	14522700
C44H4.4	CHROMOSOME_X	14568857	14589087
F54E4.1	CHROMOSOME_X	14611403	14624857
C26G2.1	CHROMOSOME_X	14654972	14662841
T04C10.4	CHROMOSOME_X	14808846	14810849
C27C12.1	CHROMOSOME_X	14852567	14853754
F14F4.3	CHROMOSOME_X	14938252	14946317
H03A11.2	CHROMOSOME_X	15225869	15230621
F46F2.2	CHROMOSOME_X	15269126	15281110
K09A9.5	CHROMOSOME_X	15586813	15590397
K09E9.3	CHROMOSOME_X	15611824	15613791
ZK678.1	CHROMOSOME_X	15731968	15735386
ZK678.3	CHROMOSOME_X	15748483	15749206
F53H4.6	CHROMOSOME_X	15852935	15860608
F31B9.1	CHROMOSOME_X	15910638	15914159
F31B9.3	CHROMOSOME_X	15923738	15924749
C09G1.5	CHROMOSOME_X	15959100	15962321
B0395.3	CHROMOSOME_X	16035047	16039514
ZK1073.1	CHROMOSOME_X	16123953	16128865
F52E10.1	CHROMOSOME_X	16275769	16282448
C11G6.1	CHROMOSOME_X	16332440	16346023
F38E9.1	CHROMOSOME_X	16471058	16474664
F59C12.4	CHROMOSOME_X	16602445	16602717
F59C12.3	CHROMOSOME_X	16603386	16609524
F41G4.7	CHROMOSOME_X	16833588	16836404
Y13C8A.2	CHROMOSOME_X	16885191	16885587
F39F10.2	CHROMOSOME_X	16894884	16895916
F39F10.4	CHROMOSOME_X	16902391	16904332
F52G3.4	CHROMOSOME_X	16948355	16952113
K09E3.6	CHROMOSOME_X	17113965	17115177
K09E3.4	CHROMOSOME_X	17119269	17120263
K09E3.7	CHROMOSOME_X	17131347	17134527
H11L12.1	CHROMOSOME_X	17710486	17711674
